@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute outputs-1 {0,1,2}

@data
132,'2023/05/29 15:35:35:343',4,0.683461,0.27789,0.611774,0.307202,0.684961,0.228035,0.594552,0.406608,0.739594,0.217934,0.726682,0.499535,0.818545,0.287366,0.778259,0.548311,0.865918,0.410475,0.756048,0.479587,0.82285,0.478695,0.794482,0.678357,0.841575,0.542508,0.877007,0.51331,0.878597,0.321522,0.836119,0.461588,0.84069,0.310342,?
133,'2023/05/29 15:35:35:449',4,0.675022,0.283713,0.605276,0.310422,0.669206,0.238107,0.590752,0.408436,0.730303,0.222983,0.722754,0.49539,0.817525,0.307633,0.79478,0.527981,0.85821,0.492802,0.776261,0.511561,0.804761,0.509801,0.812009,0.725151,0.829869,0.576477,0.757835,0.754488,0.880653,0.423596,0.849235,0.535764,0.842358,0.29163,?
134,'2023/05/29 15:35:35:564',4,0.672686,0.291211,0.606878,0.314154,0.671423,0.241843,0.584975,0.407751,0.749416,0.241701,0.723777,0.508333,0.819955,0.308796,0.776607,0.549541,0.859568,0.409136,0.778606,0.520386,0.835593,0.484279,0.825515,0.742201,0.896618,0.599046,0.759555,0.765276,0.887726,0.384784,0.863244,0.663907,0.844042,0.308335,?
135,'2023/05/29 15:35:35:675',4,0.677943,0.285488,0.609301,0.313115,0.673722,0.236201,0.593897,0.4093,0.737963,0.224671,0.722279,0.498861,0.817602,0.301312,0.800908,0.528859,0.859311,0.412777,0.750173,0.48809,0.833816,0.480712,0.810026,0.713134,0.87887,0.562334,0.754997,0.757837,0.885388,0.345303,0.841695,0.460083,0.839359,0.310975,?
136,'2023/05/29 15:35:35:799',4,0.683404,0.28765,0.611826,0.31336,0.67739,0.239624,0.593364,0.41114,0.742019,0.228461,0.722523,0.513277,0.821487,0.305517,0.768377,0.571687,0.865826,0.412665,0.781695,0.522642,0.831478,0.485899,0.809901,0.748054,0.883168,0.585953,0.759534,0.770486,0.888737,0.422278,0.863401,0.687716,0.837883,0.459942,?
137,'2023/05/29 15:35:35:924',4,0.689655,0.279478,0.616723,0.309729,0.691034,0.23168,0.594683,0.412044,0.741591,0.227824,0.727976,0.525377,0.818894,0.305419,0.785049,0.560324,0.876753,0.491652,0.752346,0.486646,0.842493,0.421965,0.810825,0.743754,0.880084,0.581843,0.754232,0.755961,0.886986,0.344211,0.836913,0.522225,0.837862,0.454669,?
138,'2023/05/29 15:35:36:024',4,0.680264,0.283251,0.612392,0.311828,0.676952,0.238149,0.596851,0.411888,0.740605,0.228544,0.726097,0.498231,0.819874,0.324388,0.772289,0.545431,0.862796,0.431517,0.772005,0.506003,0.810556,0.489302,0.794915,0.692508,0.843555,0.558357,0.877035,0.513924,0.882407,0.344113,0.838091,0.458577,0.841822,0.304468,?
139,'2023/05/29 15:35:36:141',4,0.684636,0.283513,0.615088,0.310426,0.679626,0.23817,0.595514,0.41052,0.740304,0.229463,0.724456,0.502217,0.804116,0.32046,0.773113,0.547711,0.868917,0.432682,0.779483,0.514783,0.799546,0.503665,0.778881,0.692712,0.820989,0.558572,0.757671,0.758631,0.877598,0.32241,0.83764,0.456075,0.846902,0.290486,?
140,'2023/05/29 15:35:36:251',4,0.685845,0.284716,0.611874,0.310756,0.679978,0.237275,0.59312,0.410558,0.742593,0.22706,0.725048,0.516158,0.822545,0.306012,0.771017,0.59432,0.871192,0.430794,0.782561,0.530319,0.830676,0.476026,0.800375,0.742396,0.897703,0.599717,0.755656,0.769676,0.890576,0.404819,0.863493,0.685974,0.821318,0.50492,?
141,'2023/05/29 15:35:36:361',4,0.685651,0.286942,0.614059,0.312055,0.67839,0.24089,0.590034,0.409436,0.738939,0.229457,0.722384,0.49919,0.8141,0.307127,0.781758,0.530314,0.858464,0.430655,0.773819,0.520082,0.828684,0.480229,0.79709,0.690131,0.845761,0.537755,0.75679,0.754327,0.880693,0.382094,0.842259,0.458681,0.843223,0.290098,?
142,'2023/05/29 15:35:36:480',4,0.68863,0.283328,0.618074,0.308961,0.688205,0.241077,0.592695,0.408376,0.751432,0.242744,0.725345,0.515882,0.819996,0.320775,0.775986,0.554037,0.86935,0.430342,0.782318,0.519863,0.826338,0.474355,0.806139,0.731961,0.860371,0.58659,0.756115,0.759084,0.883819,0.345433,0.837627,0.453936,0.842467,0.306597,?
143,'2023/05/29 15:35:36:588',4,0.675531,0.287216,0.61287,0.311774,0.678137,0.238719,0.596228,0.408977,0.740277,0.227554,0.724722,0.497091,0.817689,0.307013,0.775862,0.543311,0.86651,0.432482,0.778366,0.508201,0.827532,0.473667,0.798507,0.691655,0.844402,0.555921,0.754428,0.751254,0.885199,0.344251,0.838871,0.455085,0.843979,0.304656,?
144,'2023/05/29 15:35:36:701',4,0.687716,0.281535,0.616369,0.309145,0.68766,0.239144,0.594364,0.40733,0.739784,0.230002,0.7235,0.498629,0.814659,0.30885,0.796538,0.524906,0.86965,0.437493,0.752783,0.487405,0.829031,0.476805,0.778954,0.692062,0.822909,0.541155,0.87158,0.508668,0.878912,0.321259,0.838481,0.456423,0.848365,0.292335,?
145,'2023/05/29 15:35:36:815',4,0.685905,0.287204,0.611481,0.311528,0.682518,0.237863,0.592637,0.406422,0.743324,0.225488,0.720263,0.498389,0.820739,0.306475,0.771632,0.565057,0.866359,0.417121,0.780316,0.52266,0.843536,0.445637,0.811992,0.748825,0.881246,0.586123,0.752156,0.757109,0.886272,0.390396,0.862195,0.687765,0.851276,0.290129,?
146,'2023/05/29 15:35:36:933',4,0.684968,0.282275,0.609929,0.309331,0.685687,0.229768,0.592545,0.406338,0.741478,0.223439,0.723629,0.508659,0.819095,0.304599,0.781713,0.560539,0.876226,0.491607,0.768594,0.510668,0.843827,0.421646,0.81166,0.72767,0.882439,0.582531,0.760044,0.763256,0.88769,0.389233,0.863416,0.686352,0.851588,0.285364,?
147,'2023/05/29 15:35:37:033',4,0.687348,0.277481,0.614316,0.306219,0.688128,0.229425,0.591783,0.404584,0.741045,0.222062,0.724965,0.515601,0.82136,0.300539,0.808255,0.594202,0.877796,0.434246,0.771918,0.508532,0.844852,0.427689,0.818603,0.747839,0.898458,0.58309,0.755328,0.770339,0.888243,0.387934,0.864809,0.687114,0.843167,0.453516,?
148,'2023/05/29 15:35:37:142',4,0.684721,0.26992,0.614957,0.292941,0.689372,0.225927,0.594453,0.401196,0.744264,0.222453,0.725609,0.513786,0.823265,0.303353,0.779221,0.553082,0.878287,0.433324,0.783067,0.525325,0.839997,0.469198,0.788104,0.711664,0.864225,0.582452,0.752263,0.767825,0.886842,0.319447,0.863385,0.685935,0.847658,0.286731,?
149,'2023/05/29 15:35:37:260',4,0.685947,0.271885,0.617514,0.292243,0.686298,0.228041,0.581892,0.390702,0.741456,0.224626,0.724098,0.515455,0.816873,0.303111,0.770038,0.574891,0.869351,0.412234,0.782888,0.517265,0.841619,0.464307,0.787332,0.726076,0.865764,0.582547,0.745889,0.757228,0.887607,0.385056,0.86201,0.685907,0.852055,0.287585,?
150,'2023/05/29 15:35:37:372',4,0.687562,0.269679,0.620511,0.289858,0.687943,0.227658,0.593031,0.39465,0.743891,0.227121,0.726503,0.503317,0.820385,0.317,0.778999,0.552859,0.875452,0.467775,0.774475,0.518969,0.826738,0.47384,0.791102,0.726402,0.847052,0.58025,0.749595,0.757696,0.884138,0.316314,0.867137,0.664894,0.85172,0.281814,?
151,'2023/05/29 15:35:37:487',4,0.686237,0.262978,0.620693,0.288148,0.687762,0.223135,0.594984,0.392476,0.75062,0.225565,0.743874,0.498681,0.802879,0.298563,0.80123,0.528453,0.867626,0.414201,0.775474,0.512728,0.833642,0.456201,0.794047,0.710911,0.842872,0.560673,0.752268,0.749937,0.884277,0.316954,0.83673,0.508974,0.852143,0.291876,?
152,'2023/05/29 15:35:37:583',4,0.687524,0.260513,0.620494,0.287182,0.687301,0.220806,0.59449,0.391733,0.751115,0.222282,0.746487,0.499946,0.815945,0.288548,0.795054,0.526481,0.872145,0.431614,0.777757,0.508337,0.820368,0.469682,0.810718,0.69825,0.857127,0.538034,0.875528,0.509104,0.880915,0.32032,0.837246,0.452354,0.840561,0.29512,?
153,'2023/05/29 15:35:37:702',4,0.688164,0.265101,0.620527,0.287499,0.688585,0.224607,0.59145,0.389047,0.751457,0.226084,0.727806,0.496921,0.804523,0.300696,0.796858,0.528903,0.87038,0.414316,0.774479,0.502594,0.819442,0.471574,0.811238,0.694861,0.85764,0.55749,0.873694,0.511717,0.887085,0.387098,0.836455,0.452191,0.844977,0.293531,?
154,'2023/05/29 15:35:37:816',4,0.68528,0.263291,0.619388,0.286997,0.688065,0.223162,0.593924,0.388806,0.753155,0.224087,0.728873,0.494169,0.805026,0.300066,0.78273,0.53315,0.8816,0.470776,0.769042,0.51349,0.805428,0.488795,0.814647,0.692136,0.859909,0.558206,0.878067,0.507591,0.888315,0.386346,0.839476,0.457083,0.848237,0.293222,?
155,'2023/05/29 15:35:37:923',4,0.68528,0.263291,0.619388,0.286997,0.688065,0.223162,0.593924,0.388806,0.753155,0.224087,0.728873,0.494169,0.805026,0.300066,0.78273,0.53315,0.8816,0.470776,0.769042,0.51349,0.805428,0.488795,0.814647,0.692136,0.859909,0.558206,0.878067,0.507591,0.888315,0.386346,0.839476,0.457083,0.848237,0.293222,?
156,'2023/05/29 22:17:01:698',5,0.474389,0.667618,0.472588,0.726152,0.42231,0.645994,0.60369,0.766353,0.438208,0.560232,0.722773,0.757547,0.56188,0.403537,0.869859,0.769832,0.655888,0.257208,0.766577,0.572691,0.625921,0.346751,0.808638,0.439496,0.73833,0.203597,0.727078,0.666632,0.677735,0.289131,0.844177,0.63736,0.778346,0.329794,1
157,'2023/05/29 22:17:01:755',5,0.474389,0.667618,0.472588,0.726152,0.42231,0.645994,0.60369,0.766353,0.438208,0.560232,0.722773,0.757547,0.56188,0.403537,0.869859,0.769832,0.655888,0.257208,0.766577,0.572691,0.625921,0.346751,0.808638,0.439496,0.73833,0.203597,0.727078,0.666632,0.677735,0.289131,0.844177,0.63736,0.778346,0.329794,1
158,'2023/05/29 22:17:01:824',5,0.498971,0.666018,0.507648,0.725889,0.441881,0.649195,0.623976,0.746563,0.428928,0.582133,0.724272,0.681177,0.524646,0.466181,0.77646,0.496052,0.644197,0.290644,0.737384,0.503292,0.632034,0.238456,0.857629,0.215598,0.759362,0.173669,0.768007,0.522523,0.65587,0.297727,0.846213,0.529249,0.821775,0.27836,1
159,'2023/05/29 22:17:01:884',5,0.516568,0.670458,0.52008,0.726448,0.452809,0.646264,0.634382,0.748778,0.454461,0.576513,0.729163,0.70388,0.569693,0.448045,0.777748,0.503297,0.660622,0.246801,0.740261,0.484575,0.64781,0.243885,0.822456,0.214443,0.772297,0.155874,0.784414,0.52482,0.669491,0.276894,0.841851,0.509544,0.807522,0.285528,1
160,'2023/05/29 22:17:01:939',5,0.521012,0.671476,0.525159,0.72875,0.455144,0.644178,0.62689,0.75161,0.455315,0.570005,0.720329,0.707492,0.566445,0.445706,0.783447,0.502388,0.664932,0.269936,0.718119,0.537881,0.646769,0.293559,0.817364,0.365622,0.774139,0.156118,0.784534,0.529345,0.692909,0.273932,0.854059,0.533439,0.84327,0.293923,1
161,'2023/05/29 22:17:02:005',5,0.512855,0.661732,0.516886,0.719008,0.454824,0.639549,0.624548,0.731477,0.464929,0.563582,0.724302,0.679678,0.569826,0.43429,0.784809,0.500618,0.663778,0.244493,0.744195,0.503236,0.646293,0.279756,0.841663,0.196427,0.774566,0.147562,0.790376,0.509296,0.69234,0.253878,0.849331,0.51064,0.838618,0.28876,1
162,'2023/05/29 22:17:02:064',5,0.508223,0.657151,0.508489,0.710324,0.452235,0.631551,0.623248,0.725057,0.468045,0.554922,0.703224,0.685786,0.567615,0.43414,0.784496,0.497618,0.665576,0.248396,0.734775,0.482943,0.66755,0.258594,0.817677,0.392305,0.769341,0.189707,0.78786,0.510524,0.678502,0.308002,0.854786,0.541964,0.8047,0.30739,1
163,'2023/05/29 22:17:02:128',5,0.508223,0.657151,0.508489,0.710324,0.452235,0.631551,0.623248,0.725057,0.468045,0.554922,0.703224,0.685786,0.567615,0.43414,0.784496,0.497618,0.665576,0.248396,0.734775,0.482943,0.66755,0.258594,0.817677,0.392305,0.769341,0.189707,0.78786,0.510524,0.678502,0.308002,0.854786,0.541964,0.8047,0.30739,1
164,'2023/05/29 22:17:02:194',5,0.501244,0.65184,0.501537,0.708326,0.451909,0.624011,0.624253,0.732319,0.47221,0.549957,0.704047,0.729793,0.572246,0.439765,0.790062,0.497294,0.666679,0.246711,0.728291,0.504571,0.66889,0.241037,0.822653,0.447183,0.76696,0.22393,0.792643,0.509695,0.68984,0.271597,0.850232,0.541036,0.805425,0.291598,1
165,'2023/05/29 22:17:02:252',5,0.502614,0.649758,0.495632,0.709053,0.45024,0.621385,0.606749,0.73496,0.469241,0.550462,0.709513,0.717724,0.590769,0.429755,0.783673,0.504551,0.687103,0.229282,0.754285,0.481785,0.719648,0.231572,0.842536,0.445988,0.787321,0.199903,0.788147,0.52491,0.703838,0.268186,0.846965,0.524008,0.832956,0.299136,1
166,'2023/05/29 22:17:02:320',5,0.502434,0.648031,0.496338,0.708556,0.449718,0.619963,0.606244,0.737982,0.469103,0.549256,0.70871,0.736745,0.575861,0.431087,0.787807,0.498873,0.667787,0.245134,0.714801,0.544689,0.664168,0.283914,0.822739,0.449887,0.770093,0.198796,0.789849,0.516079,0.695454,0.254872,0.852896,0.549648,0.850299,0.242411,1
167,'2023/05/29 22:17:02:384',5,0.502434,0.648031,0.496338,0.708556,0.449718,0.619963,0.606244,0.737982,0.469103,0.549256,0.70871,0.736745,0.575861,0.431087,0.787807,0.498873,0.667787,0.245134,0.714801,0.544689,0.664168,0.283914,0.822739,0.449887,0.770093,0.198796,0.789849,0.516079,0.695454,0.254872,0.852896,0.549648,0.850299,0.242411,1
168,'2023/05/29 22:17:02:445',5,0.502434,0.648031,0.496338,0.708556,0.449718,0.619963,0.606244,0.737982,0.469103,0.549256,0.70871,0.736745,0.575861,0.431087,0.787807,0.498873,0.667787,0.245134,0.714801,0.544689,0.664168,0.283914,0.822739,0.449887,0.770093,0.198796,0.789849,0.516079,0.695454,0.254872,0.852896,0.549648,0.850299,0.242411,1
169,'2023/05/29 22:17:02:509',5,0.502706,0.64985,0.498035,0.7101,0.451056,0.622979,0.605379,0.735666,0.467138,0.55247,0.70555,0.728886,0.573921,0.437489,0.789947,0.493666,0.672329,0.246931,0.729371,0.520888,0.678599,0.268042,0.80529,0.448756,0.746952,0.232373,0.788539,0.510065,0.690033,0.273254,0.850774,0.52963,0.851296,0.269442,1
170,'2023/05/29 22:17:02:572',5,0.502345,0.651534,0.49681,0.711241,0.449377,0.624172,0.607586,0.734139,0.468644,0.549367,0.711604,0.714706,0.596265,0.430316,0.787901,0.500036,0.690083,0.228496,0.735133,0.518907,0.68266,0.264093,0.80111,0.416511,0.746753,0.213479,0.791081,0.510886,0.696875,0.252063,0.849774,0.526464,0.825291,0.243046,1
171,'2023/05/29 22:17:02:633',5,0.502345,0.651534,0.49681,0.711241,0.449377,0.624172,0.607586,0.734139,0.468644,0.549367,0.711604,0.714706,0.596265,0.430316,0.787901,0.500036,0.690083,0.228496,0.735133,0.518907,0.68266,0.264093,0.80111,0.416511,0.746753,0.213479,0.791081,0.510886,0.696875,0.252063,0.849774,0.526464,0.825291,0.243046,1
172,'2023/05/29 22:17:02:701',5,0.500157,0.650909,0.492729,0.710899,0.447499,0.624874,0.602757,0.736715,0.464769,0.554558,0.685224,0.732834,0.57758,0.445767,0.782043,0.502975,0.689628,0.241265,0.705117,0.558587,0.681381,0.28624,0.804159,0.473757,0.746067,0.232616,0.786412,0.511508,0.680105,0.27355,0.847939,0.543222,0.800285,0.290132,1
173,'2023/05/29 22:17:02:758',5,0.504031,0.652596,0.500853,0.711785,0.452752,0.625693,0.601636,0.736934,0.470698,0.555208,0.674221,0.714644,0.563445,0.463986,0.783604,0.500373,0.679069,0.289833,0.68757,0.572215,0.688181,0.273584,0.767328,0.458003,0.72915,0.260215,0.786462,0.519501,0.693257,0.272619,0.840493,0.503575,0.817053,0.274867,1
174,'2023/05/29 22:17:02:827',5,0.504031,0.652596,0.500853,0.711785,0.452752,0.625693,0.601636,0.736934,0.470698,0.555208,0.674221,0.714644,0.563445,0.463986,0.783604,0.500373,0.679069,0.289833,0.68757,0.572215,0.688181,0.273584,0.767328,0.458003,0.72915,0.260215,0.786462,0.519501,0.693257,0.272619,0.840493,0.503575,0.817053,0.274867,1
175,'2023/05/29 22:17:02:886',5,0.508537,0.656388,0.500873,0.716683,0.451016,0.627748,0.600014,0.738638,0.464024,0.552601,0.681569,0.713146,0.572995,0.449883,0.786462,0.503301,0.697696,0.230525,0.749751,0.479511,0.720373,0.234793,0.835905,0.425352,0.784084,0.220052,0.788476,0.521935,0.707214,0.265151,0.847495,0.50777,0.828005,0.296289,1
176,'2023/05/29 22:17:02:946',5,0.511712,0.654311,0.503527,0.716371,0.458641,0.628044,0.60048,0.736892,0.467098,0.55007,0.677905,0.708698,0.570348,0.455644,0.785084,0.500395,0.679841,0.268452,0.750935,0.481055,0.721437,0.232228,0.816228,0.426205,0.765017,0.236401,0.791795,0.506785,0.700252,0.286605,0.847272,0.520907,0.827562,0.29438,1
177,'2023/05/29 22:17:03:017',5,0.511712,0.654311,0.503527,0.716371,0.458641,0.628044,0.60048,0.736892,0.467098,0.55007,0.677905,0.708698,0.570348,0.455644,0.785084,0.500395,0.679841,0.268452,0.750935,0.481055,0.721437,0.232228,0.816228,0.426205,0.765017,0.236401,0.791795,0.506785,0.700252,0.286605,0.847272,0.520907,0.827562,0.29438,1
178,'2023/05/29 22:17:03:071',5,0.510796,0.652955,0.5058,0.716151,0.459545,0.628134,0.603137,0.73981,0.467097,0.551843,0.699993,0.714649,0.572644,0.450553,0.784844,0.503889,0.691396,0.254125,0.744271,0.497282,0.798645,0.116065,0.819533,0.4517,0.76563,0.238147,0.793842,0.521572,0.689647,0.288203,0.846137,0.503575,0.830557,0.297784,1
179,'2023/05/29 22:17:03:138',5,0.506946,0.654939,0.505053,0.71677,0.457393,0.628238,0.606558,0.739732,0.467867,0.552205,0.707575,0.731146,0.589688,0.432623,0.791814,0.503549,0.688611,0.237589,0.757427,0.504439,0.704172,0.265777,0.839393,0.426381,0.787119,0.19546,0.791742,0.529902,0.707738,0.261941,0.852264,0.531818,0.849214,0.275971,1
180,'2023/05/29 22:17:03:195',5,0.506946,0.654939,0.505053,0.71677,0.457393,0.628238,0.606558,0.739732,0.467867,0.552205,0.707575,0.731146,0.589688,0.432623,0.791814,0.503549,0.688611,0.237589,0.757427,0.504439,0.704172,0.265777,0.839393,0.426381,0.787119,0.19546,0.791742,0.529902,0.707738,0.261941,0.852264,0.531818,0.849214,0.275971,1
181,'2023/05/29 22:17:03:245',5,0.519209,0.658297,0.512246,0.719297,0.458943,0.628265,0.62245,0.73718,0.464526,0.549633,0.732366,0.732952,0.59806,0.406792,0.792211,0.500067,0.70987,0.205342,0.740904,0.519255,0.705793,0.289353,0.858196,0.393761,0.804231,0.178855,0.788752,0.522357,0.697312,0.249764,0.849686,0.513053,0.849094,0.274926,1
182,'2023/05/29 22:17:03:314',5,0.519209,0.658297,0.512246,0.719297,0.458943,0.628265,0.62245,0.73718,0.464526,0.549633,0.732366,0.732952,0.59806,0.406792,0.792211,0.500067,0.70987,0.205342,0.740904,0.519255,0.705793,0.289353,0.858196,0.393761,0.804231,0.178855,0.788752,0.522357,0.697312,0.249764,0.849686,0.513053,0.849094,0.274926,1
183,'2023/05/29 22:17:03:375',5,0.520203,0.662012,0.515276,0.719737,0.459758,0.629202,0.605753,0.738898,0.464217,0.550561,0.710831,0.738945,0.598685,0.415013,0.791277,0.502617,0.714763,0.208124,0.75783,0.4972,0.701889,0.273628,0.856396,0.424949,0.803233,0.194163,0.788425,0.526466,0.712933,0.251953,0.847789,0.512985,0.846577,0.299848,1
184,'2023/05/29 22:17:03:435',5,0.52352,0.66335,0.517389,0.721671,0.461169,0.632103,0.62224,0.741879,0.464679,0.550546,0.734811,0.742039,0.617681,0.385021,0.856128,0.673916,0.714355,0.20833,0.756946,0.5086,0.709735,0.317033,0.853706,0.394341,0.802366,0.175396,0.785116,0.524714,0.711009,0.246713,0.848891,0.494455,0.848164,0.301181,1
185,'2023/05/29 22:17:03:498',5,0.519105,0.65855,0.513075,0.718735,0.460805,0.626326,0.609902,0.743867,0.468606,0.552587,0.712704,0.74281,0.597382,0.414327,0.788274,0.506808,0.714801,0.204112,0.751898,0.503799,0.726028,0.251508,0.854023,0.423044,0.796943,0.192312,0.788582,0.526098,0.691969,0.258945,0.845491,0.509252,0.802513,0.298189,1
186,'2023/05/29 22:17:03:562',5,0.522665,0.656852,0.516666,0.718562,0.463914,0.62602,0.624916,0.745458,0.469306,0.548151,0.73357,0.761931,0.600066,0.405627,0.789557,0.505532,0.714123,0.205214,0.736034,0.514077,0.68604,0.288479,0.855929,0.424263,0.802624,0.178516,0.790351,0.522648,0.717153,0.230637,0.844626,0.505302,0.82733,0.276545,1
187,'2023/05/29 22:17:03:623',5,0.520971,0.658754,0.513086,0.72042,0.46313,0.628362,0.623037,0.748254,0.468358,0.551217,0.714058,0.762688,0.596328,0.411299,0.793312,0.502781,0.714968,0.208637,0.735571,0.520631,0.707732,0.257054,0.854285,0.4538,0.797773,0.198662,0.790258,0.526038,0.713861,0.246243,0.842777,0.508921,0.800938,0.292182,1
188,'2023/05/29 22:17:03:692',5,0.520971,0.658754,0.513086,0.72042,0.46313,0.628362,0.623037,0.748254,0.468358,0.551217,0.714058,0.762688,0.596328,0.411299,0.793312,0.502781,0.714968,0.208637,0.735571,0.520631,0.707732,0.257054,0.854285,0.4538,0.797773,0.198662,0.790258,0.526038,0.713861,0.246243,0.842777,0.508921,0.800938,0.292182,1
189,'2023/05/29 22:17:03:748',5,0.516629,0.659387,0.511526,0.718904,0.459028,0.629087,0.606123,0.742137,0.467789,0.550191,0.714437,0.759534,0.599824,0.408411,0.790672,0.504046,0.713758,0.205215,0.733195,0.52817,0.705302,0.297409,0.855803,0.447661,0.803544,0.179263,0.790736,0.527896,0.713015,0.24528,0.848556,0.514741,0.84578,0.278639,1
190,'2023/05/29 22:17:03:814',5,0.520678,0.659939,0.51838,0.720709,0.46351,0.628507,0.621136,0.740835,0.467704,0.552786,0.713847,0.760881,0.597787,0.413258,0.791764,0.503407,0.711518,0.207506,0.736727,0.533768,0.704902,0.269141,0.85177,0.451685,0.78012,0.197509,0.789022,0.526294,0.700001,0.249188,0.846933,0.521348,0.828303,0.299297,1
191,'2023/05/29 22:17:03:876',5,0.520301,0.659909,0.514201,0.720625,0.463005,0.629186,0.610214,0.744381,0.468071,0.552457,0.712959,0.742838,0.594149,0.413067,0.791729,0.50575,0.689999,0.227618,0.732763,0.536166,0.680287,0.29312,0.855406,0.44853,0.781889,0.194658,0.788551,0.524476,0.717668,0.231863,0.84553,0.50947,0.848545,0.276103,1
192,'2023/05/29 22:17:03:941',5,0.520724,0.661756,0.513355,0.722898,0.462632,0.630691,0.607428,0.745086,0.468638,0.553878,0.710658,0.760415,0.596667,0.410506,0.793396,0.506326,0.711996,0.20746,0.732865,0.540672,0.705069,0.271753,0.855787,0.444066,0.803236,0.175199,0.791409,0.529446,0.718553,0.228669,0.8441,0.507233,0.825096,0.250815,1
193,'2023/05/29 22:17:04:003',5,0.522663,0.65999,0.520247,0.720354,0.462254,0.628623,0.609975,0.743736,0.465907,0.552436,0.712846,0.760153,0.595361,0.405291,0.793049,0.504365,0.714117,0.205597,0.752369,0.530422,0.704735,0.299735,0.854702,0.451652,0.803929,0.178811,0.791238,0.529613,0.712499,0.243121,0.850628,0.536494,0.846533,0.299396,1
194,'2023/05/29 22:17:04:062',5,0.522663,0.65999,0.520247,0.720354,0.462254,0.628623,0.609975,0.743736,0.465907,0.552436,0.712846,0.760153,0.595361,0.405291,0.793049,0.504365,0.714117,0.205597,0.752369,0.530422,0.704735,0.299735,0.854702,0.451652,0.803929,0.178811,0.791238,0.529613,0.712499,0.243121,0.850628,0.536494,0.846533,0.299396,1
195,'2023/05/29 22:17:04:131',5,0.520462,0.659963,0.515374,0.722561,0.459133,0.629138,0.611575,0.746116,0.463521,0.553244,0.732495,0.760473,0.595962,0.406639,0.793689,0.502731,0.709483,0.207613,0.761844,0.500215,0.69057,0.271584,0.855893,0.418896,0.809727,0.154964,0.791474,0.525904,0.709828,0.24371,0.840368,0.512567,0.846093,0.296514,1
196,'2023/05/29 22:17:04:196',5,0.523814,0.661883,0.519452,0.722626,0.462293,0.630128,0.606585,0.748841,0.463943,0.554013,0.712154,0.761609,0.586192,0.41966,0.795005,0.503925,0.712543,0.210426,0.78243,0.506526,0.700193,0.29412,0.856418,0.450555,0.799154,0.194414,0.792631,0.530065,0.712289,0.244701,0.84312,0.526721,0.846762,0.296876,1
197,'2023/05/29 22:17:04:261',5,0.523814,0.661883,0.519452,0.722626,0.462293,0.630128,0.606585,0.748841,0.463943,0.554013,0.712154,0.761609,0.586192,0.41966,0.795005,0.503925,0.712543,0.210426,0.78243,0.506526,0.700193,0.29412,0.856418,0.450555,0.799154,0.194414,0.792631,0.530065,0.712289,0.244701,0.84312,0.526721,0.846762,0.296876,1
198,'2023/05/29 22:17:04:314',5,0.529267,0.663178,0.523086,0.724513,0.465051,0.634012,0.610046,0.747615,0.466175,0.55546,0.709975,0.738752,0.594416,0.411738,0.792412,0.503916,0.695275,0.22183,0.739446,0.534576,0.688173,0.308121,0.853233,0.424075,0.796829,0.197828,0.787807,0.523713,0.714618,0.235085,0.849378,0.515584,0.853701,0.25128,1
199,'2023/05/29 22:17:04:382',5,0.529267,0.663178,0.523086,0.724513,0.465051,0.634012,0.610046,0.747615,0.466175,0.55546,0.709975,0.738752,0.594416,0.411738,0.792412,0.503916,0.695275,0.22183,0.739446,0.534576,0.688173,0.308121,0.853233,0.424075,0.796829,0.197828,0.787807,0.523713,0.714618,0.235085,0.849378,0.515584,0.853701,0.25128,1
200,'2023/05/29 22:17:04:439',5,0.525657,0.66154,0.519251,0.720652,0.464267,0.63764,0.623346,0.741289,0.451672,0.561424,0.730087,0.710353,0.563416,0.44487,0.781299,0.500267,0.675853,0.243286,0.761836,0.487486,0.666923,0.272499,0.838543,0.39055,0.789748,0.174503,0.784749,0.511557,0.68568,0.271245,0.849124,0.511218,0.851731,0.290839,1
201,'2023/05/29 22:17:04:503',5,0.529402,0.661905,0.527058,0.719607,0.468186,0.640107,0.624784,0.736863,0.453551,0.569652,0.729051,0.685075,0.557188,0.455406,0.787166,0.499629,0.668883,0.258137,0.756497,0.487523,0.65991,0.277387,0.835109,0.372453,0.766193,0.189688,0.785455,0.524176,0.66946,0.293033,0.840467,0.504609,0.852085,0.314636,1
